t,start,end,cause,vn,ws,lid_now,lid_before,rh,hour,south,nw10
2021-03-30 15:00:00,26.4,71.3,unclear,-3.504244533795307,3.7800000000000002,150.0,150.0,34.42857142857143,15,50.93877551020408,111.22857142857141
2021-04-01 00:00:00,15.7,68.7,lid collapse at dusk,-1.2362701089125638,3.5042857142857144,10.0,1525.0,37.0,0,65.08163265306122,54.00000000000001
2021-05-06 23:00:00,58.5,243.7,dust from the north-west,5.880473087405741,10.421428571428573,1885.0,4345.0,19.142857142857142,23,81.77551020408164,1057.7142857142858
2021-05-23 09:00:00,17.3,82.9,dust from the north-west,2.477126335933106,3.917142857142857,80.0,2100.0,66.71428571428571,9,19.918367346938776,788.4
2021-10-31 21:00:00,8.4,63.2,lid collapse at dusk,-1.0691813339636576,3.265714285714286,65.0,1670.0,60.0,21,56.693877551020414,38.800000000000004
2022-01-09 01:00:00,23.0,60.9,lid collapse at dusk,1.293320973656347,2.55,20.0,940.0,57.142857142857146,1,135.14285714285714,102.65714285714286
2022-01-14 14:00:00,28.6,73.5,"southerly transport, light wind",-1.1692164838377794,1.7714285714285711,30.0,85.0,55.714285714285715,14,83.63265306122449,57.25714285714286
2022-01-30 14:00:00,37.5,109.2,"southerly transport, light wind",-1.171163125057222,2.317142857142857,25.0,30.0,55.285714285714285,14,149.67346938775512,55.51428571428571
2022-02-11 20:00:00,18.6,64.4,lid collapse at dusk,-2.0212437321216306,3.2014285714285715,20.0,965.0,30.714285714285715,20,90.97959183673468,55.68571428571429
2022-12-12 08:00:00,32.5,92.6,dust from the north-west,0.5927609530988986,4.801428571428572,35.0,670.0,41.285714285714285,8,36.0204081632653,1259.5142857142855
2023-01-22 23:00:00,44.5,122.4,southerly transport (Hebei plume),-4.881194805373888,5.558571428571429,50.0,1010.0,51.142857142857146,23,126.57142857142857,117.11428571428571
2023-02-26 13:00:00,21.1,65.3,"southerly transport, light wind",-1.9298822758296044,2.1085714285714285,15.0,110.0,56.857142857142854,13,90.81632653061224,44.57142857142857
2023-03-19 11:00:00,22.8,60.6,"southerly transport, light wind",-1.3847815830642574,1.6014285714285712,15.0,905.0,46.57142857142857,11,74.0408163265306,42.142857142857146
2023-03-22 04:00:00,110.1,286.0,dust from the north-west,0.08550771410848539,4.3028571428571425,30.0,1300.0,77.57142857142857,4,94.76190476190476,2496.1333333333337
2023-04-10 21:00:00,59.5,263.5,dust from the north-west,-1.0040912070177077,8.05857142857143,370.0,2155.0,29.714285714285715,21,50.40816326530612,1420.8857142857141
2023-05-20 07:00:00,32.5,89.3,dust from the north-west,5.727036503448119,6.570000000000001,55.0,1285.0,44.142857142857146,7,48.632653061224495,469.6571428571429
2023-05-27 02:00:00,29.2,79.7,lid collapse at dusk,-4.825491946171092,5.544285714285715,165.0,2200.0,60.857142857142854,2,54.91836734693878,70.05714285714286
2023-06-18 20:00:00,16.8,64.6,lid collapse at dusk,-4.098849847887375,4.235714285714285,185.0,2085.0,30.428571428571427,20,30.510204081632654,58.51428571428572
2023-06-25 04:00:00,18.7,68.5,unclear,-3.5025538323835446,5.107142857142857,95.0,3520.0,39.714285714285715,4,29.836734693877553,57.08571428571428
2023-10-07 13:00:00,18.6,63.2,unclear,-0.6414441529752363,2.232857142857143,35.0,35.0,57.285714285714285,13,40.53061224489796,47.4
2023-12-03 18:00:00,17.7,60.3,unclear,-3.0414343561466524,3.058571428571429,30.0,355.0,39.42857142857143,18,50.122448979591844,66.85714285714286
2023-12-06 17:00:00,20.1,69.8,southerly transport (Hebei plume),-3.9405679108552745,4.217142857142857,105.0,585.0,26.714285714285715,17,64.79591836734694,274.37142857142857
2024-01-10 19:00:00,22.9,62.5,southerly transport (Hebei plume),-4.53997179473586,4.818571428571429,,,55.142857142857146,19,71.61224489795919,87.31428571428572
2024-01-29 13:00:00,25.5,73.6,unclear,0.26054938516800574,3.2885714285714287,,,48.714285714285715,13,86.42857142857143,79.34285714285714
2024-02-02 17:00:00,22.4,60.4,unclear,-1.9575829325199428,2.07,,,43.0,17,41.204081632653065,75.82857142857144
2024-02-26 03:00:00,26.1,68.2,unclear,3.721326577584931,5.142857142857143,,,57.857142857142854,3,94.12244897959184,66.25714285714285
2024-03-07 00:00:00,16.0,61.5,southerly transport (Hebei plume),-3.4588254099528766,4.222857142857142,,,58.142857142857146,0,74.24489795918366,43.314285714285724
2024-03-23 12:00:00,10.4,67.1,unclear,-0.002531672285992651,2.255714285714286,,,43.57142857142857,12,72.24489795918369,60.65714285714285
2024-04-21 04:00:00,24.9,64.2,unclear,-2.0599427679366085,3.5485714285714285,,,59.57142857142857,4,58.81632653061225,34.885714285714286
2024-05-22 08:00:00,24.2,63.6,unclear,-0.934953426595739,2.3442857142857143,,,69.85714285714286,8,56.87755102040817,67.97142857142858
2024-06-23 01:00:00,25.8,67.4,dust from the north-west,5.998303614386237,6.431428571428571,,,25.285714285714285,1,29.326530612244902,572.2857142857143
2024-10-30 15:00:00,29.8,77.5,"southerly transport, light wind",-1.1310485289600274,2.3514285714285714,115.0,115.0,57.285714285714285,15,136.0408163265306,45.48571428571428
2024-11-15 14:00:00,24.6,63.3,calm + low lid (local build-up),-0.09887166723700418,1.8942857142857144,30.0,35.0,88.42857142857143,14,49.9795918367347,52.94285714285714
2025-01-29 00:00:00,11.6,72.5,fireworks (CNY),-1.7304348693906544,2.052857142857143,25.0,2115.0,35.857142857142854,0,101.79591836734694,136.77142857142857
2025-04-16 06:00:00,22.4,60.5,unclear,-0.5981370595210852,3.692857142857143,45.0,2015.0,43.142857142857146,6,32.51020408163266,124.39999999999999
2025-11-11 17:00:00,24.0,70.8,"southerly transport, light wind",-1.2157154312806076,2.355714285714286,50.0,260.0,40.57142857142857,17,80.22448979591836,59.2
2026-01-31 20:00:00,16.9,62.7,southerly transport (Hebei plume),-4.341207919557407,4.645714285714285,155.0,1225.0,30.857142857142858,20,114.44897959183675,33.714285714285715
2026-02-03 18:00:00,29.7,74.3,unclear,-2.765417955639915,2.827142857142857,40.0,415.0,39.714285714285715,18,,
2026-02-09 16:00:00,27.4,75.2,"southerly transport, light wind",-2.1715023640431252,2.2914285714285714,300.0,300.0,36.857142857142854,16,71.71428571428571,46.371428571428574
2026-02-17 00:00:00,16.1,65.9,fireworks (CNY),-2.9345806800411425,4.104285714285714,20.0,1185.0,40.42857142857143,0,54.38775510204082,113.8
2026-02-26 17:00:00,18.7,60.6,unclear,-1.9984246976779105,4.2785714285714285,1015.0,1015.0,47.142857142857146,17,54.51020408163266,45.77142857142858
2026-03-04 08:00:00,16.6,75.6,unclear,1.0321270182043807,4.725714285714285,70.0,2220.0,45.42857142857143,8,102.87755102040816,58.82857142857143
2026-03-11 22:00:00,5.0,63.2,southerly transport (Hebei plume),-3.305786475278491,3.7271428571428578,35.0,1565.0,38.285714285714285,22,66.12244897959184,29.335714285714285
2026-03-23 00:00:00,8.5,62.5,lid collapse at dusk,-0.8424214930311791,4.542857142857143,25.0,2380.0,36.714285714285715,0,32.785714285714285,54.26666666666667
